доля ошибок для обучения в % : 0.22666666666666668
доля ошибок для test в %: 0.5333333333333333

по итогам анализа использую модель : RandomForestRegressor( n_estimators=50, random_state=1) # случайный лес
гипер-параметры настроены без особого упорства, главное был выбор схемы обработки результатов регрессора в классификатор, обработка входов - полиномизация (2 порядок), как результат анализа нескольких моделей предобработки 
             A            B                     C                 target_rez                my_rez
 A:248.28700728608544  B:-98.26183127961042  C:111.98150001714468  y_true:эллипс  y_pred:эллипс
 A:455.3107795102842  B:-687.2146104442697  C:735.6302641412959  y_true:гипер.  y_pred:гипер.
 A:217.676106142624  B:-680.7554790631633  C:760.2743951301993  y_true:гипер.  y_pred:гипер.
 A:-566.4824288894043  B:-22.26897986953191  C:568.467838896189  y_true:гипер.  y_pred:гипер.
 A:411.623125129474  B:380.6464756727721  C:705.0623037501454  y_true:эллипс  y_pred:эллипс
 A:390.14780935856044  B:-616.2139303215029  C:678.2334470447806  y_true:гипер.  y_pred:гипер.
 A:153.92261753929915  B:818.8351250669222  C:342.6421557309507  y_true:гипер.  y_pred:гипер.
 A:321.8318612780573  B:-515.5379017357715  C:-59.49713135432688  y_true:гипер.  y_pred:гипер.
 A:2.770685427359698  B:-447.16108205316084  C:-515.7900827733175  y_true:гипер.  y_pred:гипер.
 A:53.14186329620196  B:18.456727383774574  C:547.2953886690538  y_true:эллипс  y_pred:эллипс
 A:-526.2748335453662  B:-985.3936379127946  C:-370.2002256360286  y_true:гипер.  y_pred:гипер.
 A:129.0955829085949  B:-290.6694110498238  C:-849.5741425647702  y_true:гипер.  y_pred:гипер.
 A:201.28794305354901  B:102.44167148396777  C:578.7489591075732  y_true:эллипс  y_pred:эллипс
 A:-944.4218493428784  B:929.4924729333695  C:-632.7684730003123  y_true:гипер.  y_pred:гипер.
 A:-122.67440846500443  B:-264.9783442798921  C:361.8336256243819  y_true:гипер.  y_pred:гипер.
 A:713.5432943763489  B:-906.265518158859  C:636.2742499083403  y_true:гипер.  y_pred:гипер.
 A:-888.6920638976121  B:181.9114017406094  C:-938.083764629718  y_true:эллипс  y_pred:эллипс
 A:-643.8098887229149  B:-954.8649833917575  C:-72.51090440742746  y_true:гипер.  y_pred:гипер.
 A:-294.0667866243925  B:-781.2817266374934  C:374.7601186020639  y_true:гипер.  y_pred:гипер.
 A:338.37606085250326  B:-290.23345945521515  C:-207.8833596223819  y_true:гипер.  y_pred:гипер.
 A:641.1132897701762  B:-738.7762933421395  C:-389.90531693735255  y_true:гипер.  y_pred:гипер.
 A:-20.937367009413286  B:449.27078681178733  C:336.0672940897971  y_true:гипер.  y_pred:гипер.
 A:-666.2940659824832  B:-67.00041726472917  C:-123.61949048195208  y_true:эллипс  y_pred:эллипс
 A:-952.6229949221181  B:-162.44552403116506  C:70.08412086019389  y_true:гипер.  y_pred:гипер.
 A:-902.2209077824201  B:792.1588866260512  C:-250.01888111203652  y_true:гипер.  y_pred:гипер.
 A:640.8111738516577  B:778.2714361950609  C:609.5958344713453  y_true:гипер.  y_pred:гипер.
 A:235.5104604047158  B:-693.754411694965  C:-876.6893669947333  y_true:гипер.  y_pred:гипер.
 A:-414.5776961175076  B:-828.7178871095629  C:-22.993889347833196  y_true:гипер.  y_pred:гипер.
 A:-173.40596012846632  B:-169.61296054207799  C:-814.6899112776875  y_true:эллипс  y_pred:эллипс
 A:376.9733057667446  B:387.61000710462446  C:563.9365446884515  y_true:эллипс  y_pred:эллипс
 A:-516.0154942235986  B:981.2258791072775  C:314.6187952863431  y_true:гипер.  y_pred:гипер.
 A:-659.4966849342376  B:-7.534081869620346  C:-579.652220755448  y_true:эллипс  y_pred:эллипс
 A:-128.8673550521613  B:838.2202329347097  C:848.3624973814854  y_true:гипер.  y_pred:гипер.
 A:975.3039939067846  B:-205.49628371079277  C:558.3464359688948  y_true:эллипс  y_pred:эллипс
 A:473.38632173507335  B:-436.0481671281937  C:446.5606637416566  y_true:эллипс  y_pred:гипер.
 A:-934.8759887026712  B:726.0688625756237  C:544.820472644534  y_true:гипер.  y_pred:гипер.
 A:550.3429802958836  B:-255.808310364664  C:322.6791619052436  y_true:эллипс  y_pred:эллипс
 A:-130.68228113438684  B:-247.0312455997239  C:-531.1122867085331  y_true:эллипс  y_pred:гипер.
 A:97.95883902632619  B:780.9026121541838  C:436.58083809553096  y_true:гипер.  y_pred:гипер.
 A:871.4718221355375  B:60.965090585907156  C:276.72807575707026  y_true:эллипс  y_pred:эллипс
 A:303.90842223664504  B:-791.6301694581438  C:113.3306095080271  y_true:гипер.  y_pred:гипер.
 A:-30.57975319956574  B:-851.8906237301443  C:722.8909986699283  y_true:гипер.  y_pred:гипер.
 A:417.7008866500593  B:-224.74807636726445  C:-346.6606278891737  y_true:гипер.  y_pred:гипер.
 A:-790.500621670011  B:301.6119824667669  C:251.0006761134178  y_true:гипер.  y_pred:гипер.
 A:949.4050931721698  B:-700.8436370826978  C:-627.2818475148227  y_true:гипер.  y_pred:гипер.
 A:-377.6629347865548  B:161.35447760628807  C:-866.8454649552131  y_true:эллипс  y_pred:эллипс
 A:891.1906511013909  B:522.0609886368608  C:-683.0229346315058  y_true:гипер.  y_pred:гипер.
 A:-636.1365331486701  B:-981.7514847258404  C:585.2096417696671  y_true:гипер.  y_pred:гипер.
 A:-547.7873316900063  B:-506.5655664640836  C:-400.15639315068574  y_true:гипер.  y_pred:гипер.
 A:-600.5365779175972  B:-47.123301139487594  C:571.6874549376519  y_true:гипер.  y_pred:гипер.
 A:583.9228856709677  B:295.6451095214856  C:452.1367647515837  y_true:эллипс  y_pred:эллипс
 A:-745.7535727971041  B:-91.54651565177785  C:528.9067782375205  y_true:гипер.  y_pred:гипер.
 A:745.8027220471124  B:760.862748522227  C:44.69484316241101  y_true:гипер.  y_pred:гипер.
 A:999.0931443603544  B:764.3727406151972  C:603.3768296910724  y_true:эллипс  y_pred:эллипс
 A:-971.9427216129286  B:563.0790338189471  C:-827.492684288458  y_true:эллипс  y_pred:эллипс
 A:668.2554917070846  B:375.475310921054  C:544.524142030414  y_true:эллипс  y_pred:эллипс
 A:347.498698829702  B:-579.5879141958376  C:-45.50173029905169  y_true:гипер.  y_pred:гипер.
 A:-503.21894508624655  B:-94.51517482615569  C:-566.3322957713406  y_true:эллипс  y_pred:эллипс
 A:544.5264415807122  B:594.8194132776448  C:205.39892798245484  y_true:гипер.  y_pred:гипер.
 A:287.0027724884958  B:567.4310735149179  C:986.636826954078  y_true:гипер.  y_pred:гипер.
 A:595.4729600620457  B:-342.59618201330056  C:156.4389397114976  y_true:гипер.  y_pred:гипер.
 A:-817.7210351394648  B:557.703611349917  C:-595.3579547435572  y_true:эллипс  y_pred:эллипс
 A:453.7231021326886  B:-511.753885445297  C:-104.67975941484676  y_true:гипер.  y_pred:гипер.
 A:-521.7027549792474  B:686.9540845563362  C:-212.08376836489663  y_true:гипер.  y_pred:гипер.
 A:885.7956987150855  B:431.893610740552  C:505.85975008876585  y_true:эллипс  y_pred:эллипс
 A:-241.86649557110584  B:-277.6817110326051  C:-475.4227651565064  y_true:эллипс  y_pred:эллипс
 A:-663.9982246962568  B:512.3693975769186  C:-45.12913596821022  y_true:гипер.  y_pred:гипер.
 A:581.3670546594989  B:854.3075743635127  C:-331.5917792711598  y_true:гипер.  y_pred:гипер.
 A:-466.70338198557613  B:204.26436422595094  C:564.148601728729  y_true:гипер.  y_pred:гипер.
 A:319.789163768053  B:-433.65555584169704  C:301.7984563182008  y_true:гипер.  y_pred:гипер.
 A:664.1588593710724  B:661.5284191169615  C:659.0412954198462  y_true:эллипс  y_pred:эллипс
 A:-263.8659777727692  B:-578.7909396154569  C:-529.9147297184426  y_true:гипер.  y_pred:гипер.
 A:767.8930631919889  B:146.70202637234908  C:376.9849715732949  y_true:эллипс  y_pred:эллипс
 A:-765.1097788555481  B:274.0812230456306  C:608.6667686449301  y_true:гипер.  y_pred:гипер.
 A:-648.38565247282  B:-349.4089402943092  C:-478.2945542777153  y_true:эллипс  y_pred:эллипс
 A:-144.28940373150346  B:-593.938693877278  C:72.91576468150795  y_true:гипер.  y_pred:гипер.
 A:102.2463951064554  B:277.93700140250866  C:16.404089091535347  y_true:гипер.  y_pred:гипер.
 A:-17.664830926831687  B:-301.6330010614956  C:-241.47283470309122  y_true:гипер.  y_pred:гипер.
 A:911.6663713866659  B:-615.4837492327774  C:775.4877107825953  y_true:эллипс  y_pred:эллипс
 A:768.3252496759538  B:-706.8088933363432  C:877.4697895826984  y_true:эллипс  y_pred:эллипс
 A:26.31700486133015  B:-421.38081756930745  C:254.59018151389802  y_true:гипер.  y_pred:гипер.
 A:-352.6153965420846  B:647.1371941476623  C:-452.8119055430449  y_true:гипер.  y_pred:гипер.
 A:1.7890100267734521  B:-304.09389932722576  C:802.609643554949  y_true:гипер.  y_pred:гипер.
 A:997.9149681889565  B:-632.1800012110373  C:577.1827799732563  y_true:эллипс  y_pred:эллипс
 A:-631.4211272270911  B:-715.5641376857316  C:850.6877705323864  y_true:гипер.  y_pred:гипер.
 A:-607.9297977777327  B:-516.3010805728858  C:-543.2270198624578  y_true:эллипс  y_pred:эллипс
 A:-507.67189447719653  B:145.78862192120346  C:781.3108759800323  y_true:гипер.  y_pred:гипер.
 A:40.3142423824534  B:-759.8533359100163  C:202.19653240962487  y_true:гипер.  y_pred:гипер.
 A:622.3698796317707  B:632.0078923514276  C:635.1089164930796  y_true:гипер.  y_pred:эллипс
 A:-987.091215075717  B:-291.6317138566882  C:-578.5171848454122  y_true:эллипс  y_pred:эллипс
 A:-485.94873373835924  B:-485.4545809706041  C:-572.7859934618265  y_true:эллипс  y_pred:эллипс
 A:380.33471882592715  B:-638.4328269719175  C:559.2935859639449  y_true:гипер.  y_pred:гипер.
 A:526.4948873258847  B:897.4971176723851  C:-388.50123545395854  y_true:гипер.  y_pred:гипер.
 A:20.41223720662977  B:-47.842702309729205  C:839.7037162897592  y_true:эллипс  y_pred:эллипс
 A:-221.18453707456598  B:-822.7241930823275  C:203.94223934755806  y_true:гипер.  y_pred:гипер.
 A:-219.84413862548058  B:-987.0025973665919  C:-153.90735446683945  y_true:гипер.  y_pred:гипер.
 A:192.8052329184824  B:-189.00729588418906  C:327.84377704238324  y_true:эллипс  y_pred:эллипс
 A:-973.2758396373622  B:-248.39841229667047  C:904.3892451040572  y_true:гипер.  y_pred:гипер.
 A:-536.8418656153528  B:933.1999745454484  C:-887.7888595194563  y_true:гипер.  y_pred:гипер.
 A:-447.4517658298607  B:494.4916106016601  C:860.9018918766218  y_true:гипер.  y_pred:гипер.
 A:131.86710906747368  B:378.5942168943828  C:-631.4801492855439  y_true:гипер.  y_pred:гипер.
 A:-202.5774378196208  B:761.2627343396898  C:95.4781876062898  y_true:гипер.  y_pred:гипер.
 A:765.2232209177716  B:927.943091812952  C:-190.09495634858274  y_true:гипер.  y_pred:гипер.
 A:-90.01803868742098  B:169.9773424910358  C:870.1905252670623  y_true:гипер.  y_pred:гипер.
 A:-288.2504278635964  B:807.7136156212362  C:-808.1504154839498  y_true:гипер.  y_pred:гипер.
 A:938.9794592606555  B:871.1577249987441  C:89.54046057487774  y_true:гипер.  y_pred:гипер.
 A:345.04091020867287  B:-129.2904744464285  C:-402.0405748895766  y_true:гипер.  y_pred:гипер.
 A:128.2859970514545  B:42.14345080459925  C:-972.1818155376008  y_true:гипер.  y_pred:гипер.
 A:90.50051078556164  B:-425.92432619801104  C:-201.4466578528149  y_true:гипер.  y_pred:гипер.
 A:-166.39257370050453  B:-648.5590263140743  C:270.5582696749891  y_true:гипер.  y_pred:гипер.
 A:-74.10729124148907  B:-978.7527877049065  C:259.23433588367993  y_true:гипер.  y_pred:гипер.
 A:762.6303391961688  B:541.8349169291736  C:274.07563692370917  y_true:гипер.  y_pred:гипер.
 A:-364.65533558027664  B:-310.1530526558383  C:318.1032333563487  y_true:гипер.  y_pred:гипер.
 A:224.10220066428633  B:-328.9996987730304  C:-436.11332986656447  y_true:гипер.  y_pred:гипер.
 A:-618.1831121888506  B:-889.3615515518194  C:-744.5309803465359  y_true:гипер.  y_pred:гипер.
 A:548.6544980349917  B:33.22036721023514  C:806.4439885359129  y_true:эллипс  y_pred:эллипс
 A:858.1518434267514  B:105.56867003836446  C:-865.148268500402  y_true:гипер.  y_pred:гипер.
 A:-687.7001306690307  B:358.4255342571654  C:278.2618725612953  y_true:гипер.  y_pred:гипер.
 A:451.97865661339875  B:782.0565078121584  C:-461.2386041854091  y_true:гипер.  y_pred:гипер.
 A:-612.0943311563254  B:-528.1907995562642  C:-257.97346901013987  y_true:гипер.  y_pred:гипер.
 A:515.6793080780517  B:-270.6828567826056  C:-952.5767949784474  y_true:гипер.  y_pred:гипер.
 A:-724.711080015844  B:859.760099525533  C:-806.3002360313411  y_true:гипер.  y_pred:гипер.
 A:-159.44793822093328  B:-850.7526346899255  C:842.5843306773495  y_true:гипер.  y_pred:гипер.
 A:471.15983765193346  B:8.638217311335517  C:399.47496667047113  y_true:эллипс  y_pred:эллипс
 A:688.0305207825132  B:-201.0703036325787  C:-784.2482879176042  y_true:гипер.  y_pred:гипер.
 A:-223.3750875075069  B:-83.4287764636199  C:-931.2352667485943  y_true:эллипс  y_pred:эллипс
 A:0.6268989067748088  B:781.05986033589  C:601.3439044399622  y_true:гипер.  y_pred:гипер.
 A:863.2429490782249  B:942.8624484711719  C:-256.9177796526614  y_true:гипер.  y_pred:гипер.
 A:338.70423864543733  B:-736.8108570038701  C:799.3232264704355  y_true:гипер.  y_pred:гипер.
 A:-197.51953982327476  B:-344.5870817718508  C:143.13174628477165  y_true:гипер.  y_pred:гипер.
 A:-305.8186382063652  B:545.1577487732786  C:134.90897211948894  y_true:гипер.  y_pred:гипер.
 A:-145.79764217926018  B:-16.533053226285066  C:916.2815557163813  y_true:гипер.  y_pred:гипер.
 A:392.0946264204901  B:464.63340383139086  C:219.59214257547922  y_true:гипер.  y_pred:гипер.
 A:100.19323003973368  B:575.8749446818821  C:548.9988367391459  y_true:гипер.  y_pred:гипер.
 A:-187.13393026068337  B:14.146789353594036  C:995.2064592523006  y_true:гипер.  y_pred:гипер.
 A:708.8662209409398  B:-677.5572836212458  C:-504.938176576196  y_true:гипер.  y_pred:гипер.
 A:934.9952072781311  B:-221.35069490445525  C:403.56757556082346  y_true:эллипс  y_pred:эллипс
 A:-25.536663204541732  B:196.22927671497914  C:928.7220804147536  y_true:гипер.  y_pred:гипер.
 A:-404.52126328384685  B:-936.5765026236365  C:359.1154004908266  y_true:гипер.  y_pred:гипер.
 A:-598.9165341782474  B:858.0783764523657  C:-735.1706426711467  y_true:гипер.  y_pred:гипер.
 A:359.02666019287244  B:248.01640258371992  C:-920.8678185419241  y_true:гипер.  y_pred:гипер.
 A:-850.2355529324531  B:490.31572721063867  C:-627.6955812955396  y_true:эллипс  y_pred:эллипс
 A:-822.7199404108802  B:-361.9019171731965  C:-641.3904793695496  y_true:эллипс  y_pred:эллипс
 A:-282.1004054718441  B:-573.9572288383588  C:595.5650823789587  y_true:гипер.  y_pred:гипер.
 A:453.04926502364  B:-747.159897636784  C:380.2268892348215  y_true:гипер.  y_pred:гипер.
 A:-439.8011690663934  B:806.1087901078903  C:-646.0672571516535  y_true:гипер.  y_pred:гипер.
 A:532.0952676731833  B:-161.33681435237435  C:985.109299426107  y_true:эллипс  y_pred:эллипс
 A:702.2574447032264  B:-223.0156159316612  C:826.5269745175177  y_true:эллипс  y_pred:эллипс
 A:521.8304351311922  B:107.91352458554249  C:321.5462228821178  y_true:эллипс  y_pred:эллипс
 A:-482.009126303572  B:-603.6745637920371  C:315.331316166543  y_true:гипер.  y_pred:гипер.
 A:-129.5629710947117  B:-854.7065031875651  C:655.1113198945775  y_true:гипер.  y_pred:гипер.
 A:-799.4258364671612  B:343.2354798663586  C:-617.796649408912  y_true:эллипс  y_pred:эллипс
 A:-907.7195787894374  B:-889.6327189955948  C:-680.5490028538023  y_true:гипер.  y_pred:гипер.
 A:-46.69664689136566  B:774.3360696814516  C:-895.4651201170094  y_true:гипер.  y_pred:гипер.
 A:-844.39899746912  B:695.5919508390973  C:-836.9824781254085  y_true:эллипс  y_pred:эллипс
 A:772.4969992999366  B:-548.5236358638679  C:61.95907636085196  y_true:гипер.  y_pred:гипер.
 A:120.1221374835748  B:899.1280023611641  C:495.7594436901538  y_true:гипер.  y_pred:гипер.
 A:150.0780569313358  B:-42.11646242108746  C:448.93130214000297  y_true:эллипс  y_pred:эллипс
 A:-917.7079310929166  B:-965.0804778616824  C:-560.3167770966257  y_true:гипер.  y_pred:гипер.
 A:82.84975400536764  B:811.534143157195  C:-871.7527894002268  y_true:гипер.  y_pred:гипер.
 A:-524.2369911750002  B:478.5113913237482  C:-837.6986594099765  y_true:эллипс  y_pred:эллипс
 A:-468.13829160756984  B:737.4804836352431  C:-649.3157707172104  y_true:гипер.  y_pred:гипер.
 A:978.1248277539294  B:725.0360024704414  C:681.5014277465648  y_true:эллипс  y_pred:эллипс
 A:-29.734723472521594  B:-811.6449587979029  C:907.5741549366601  y_true:гипер.  y_pred:гипер.
 A:-726.2485421855349  B:590.9683368126013  C:-796.5375900873153  y_true:эллипс  y_pred:эллипс
 A:-152.4311608100819  B:891.6912345956127  C:641.9589289066552  y_true:гипер.  y_pred:гипер.
 A:-296.20889804013603  B:-155.3168824368607  C:253.1690824152244  y_true:гипер.  y_pred:гипер.
 A:408.8563166074011  B:-876.1346821174099  C:244.54531429751248  y_true:гипер.  y_pred:гипер.
 A:708.1913885661075  B:-501.86690387111634  C:996.2978594860087  y_true:эллипс  y_pred:эллипс
 A:-575.8548582209236  B:524.2803914777317  C:-111.97304534319707  y_true:гипер.  y_pred:гипер.
 A:-154.7496237963677  B:-669.0089826753081  C:893.2153937794399  y_true:гипер.  y_pred:гипер.
 A:-911.362152144769  B:301.7987167974727  C:-283.585414759236  y_true:эллипс  y_pred:эллипс
 A:102.77096848594792  B:598.8937612850502  C:-426.96466270426913  y_true:гипер.  y_pred:гипер.
 A:-347.79479811971294  B:804.4834492916435  C:781.7931136219343  y_true:гипер.  y_pred:гипер.
 A:-478.11743735615255  B:396.3703266348708  C:-374.87473527746573  y_true:эллипс  y_pred:эллипс
 A:941.8696612021394  B:590.9631772880681  C:-959.578888502868  y_true:гипер.  y_pred:гипер.
 A:493.92697947965326  B:-653.3541237994577  C:-145.74389772928953  y_true:гипер.  y_pred:гипер.
 A:546.217869022158  B:148.28488245465522  C:895.2276928980325  y_true:эллипс  y_pred:эллипс
 A:-643.1562405923423  B:888.0699625250104  C:984.0795019968363  y_true:гипер.  y_pred:гипер.
 A:591.2203992704985  B:-706.1978903831447  C:-671.176611557792  y_true:гипер.  y_pred:гипер.
 A:-12.017128908089036  B:192.0644993029985  C:605.8483468432119  y_true:гипер.  y_pred:гипер.
 A:-914.4803081838621  B:-250.51064494383368  C:205.40323938282356  y_true:гипер.  y_pred:гипер.
 A:425.37954593245007  B:-625.6602632092494  C:698.3925806830498  y_true:гипер.  y_pred:гипер.
 A:866.4002850092052  B:-842.825119526829  C:-332.33676908756894  y_true:гипер.  y_pred:гипер.
 A:399.2616852811057  B:-376.6115661850424  C:-606.4168567471527  y_true:гипер.  y_pred:гипер.
 A:-469.2101828994879  B:-718.6779771616227  C:227.44666184820028  y_true:гипер.  y_pred:гипер.
 A:854.5754196106601  B:947.5153564886393  C:-125.0599074952654  y_true:гипер.  y_pred:гипер.
 A:213.35648641104888  B:299.7766854815405  C:-497.46282092869  y_true:гипер.  y_pred:гипер.
 A:-863.4380429656796  B:-736.3594614179327  C:392.4175480800156  y_true:гипер.  y_pred:гипер.
 A:203.8874023047259  B:-186.9064084006198  C:-715.114981356614  y_true:гипер.  y_pred:гипер.
 A:813.081224957988  B:704.5920934022778  C:218.29755121593243  y_true:гипер.  y_pred:гипер.
 A:-789.7836503742741  B:-116.69664065216634  C:-84.37297944193477  y_true:эллипс  y_pred:эллипс
 A:-176.46622772580133  B:961.3794749234225  C:500.7138755593703  y_true:гипер.  y_pred:гипер.
 A:406.2240669289421  B:258.9926858537557  C:-869.7877044341675  y_true:гипер.  y_pred:гипер.
 A:839.4196339905595  B:-129.12416354535304  C:880.3690554596968  y_true:эллипс  y_pred:эллипс
 A:-126.84823504741894  B:-140.59811297527625  C:-602.667782870635  y_true:эллипс  y_pred:эллипс
 A:647.9134900350348  B:-20.522357155935865  C:21.87593727277215  y_true:эллипс  y_pred:эллипс
 A:398.54236460006143  B:-658.8981015546822  C:604.8663991654597  y_true:гипер.  y_pred:гипер.
 A:0.0  B:-0.0  C:20.0  y_true:параб.  y_pred:параб.
 A:-0.04008016032064128  B:-3.199987148645989  C:-19.95991983967936  y_true:параб.  y_pred:параб.
 A:0.08016032064128256  B:-6.387122943281351  C:19.919839679358716  y_true:параб.  y_pred:параб.
 A:-0.12024048096192384  B:-9.561407383906088  C:-19.879759519038075  y_true:параб.  y_pred:параб.
 A:-0.16032064128256512  B:-12.722840470520199  C:-19.839679358717436  y_true:параб.  y_pred:параб.
 A:0.2004008016032064  B:-15.871422203123682  C:19.799599198396795  y_true:параб.  y_pred:параб.
 A:0.24048096192384769  B:-19.00715258171654  C:19.759519038076153  y_true:параб.  y_pred:параб.
 A:-0.280561122244489  B:-22.130031606298772  C:-19.71943887775551  y_true:параб.  y_pred:параб.
 A:0.32064128256513025  B:-25.240059276870372  C:19.67935871743487  y_true:параб.  y_pred:параб.
 A:-0.3607214428857715  B:-28.33723559343135  C:-19.639278557114228  y_true:параб.  y_pred:параб.
 A:0.4008016032064128  B:-31.421560555981696  C:19.599198396793586  y_true:параб.  y_pred:параб.
 A:0.4408817635270541  B:-34.49303416452143  C:19.559118236472948  y_true:параб.  y_pred:параб.
 A:0.48096192384769537  B:-37.55165641905052  C:19.519038076152306  y_true:параб.  y_pred:параб.
 A:0.5210420841683366  B:-40.59742731956899  C:19.478957915831664  y_true:параб.  y_pred:параб.
 A:-0.561122244488978  B:-43.63034686607684  C:-19.438877755511022  y_true:параб.  y_pred:параб.
 A:-0.6012024048096192  B:-46.650415058574055  C:-19.39879759519038  y_true:параб.  y_pred:параб.
 A:0.6412825651302605  B:-49.657631897060654  C:19.35871743486974  y_true:параб.  y_pred:параб.
 A:-0.6813627254509018  B:-52.65199738153662  C:-19.318637274549097  y_true:параб.  y_pred:параб.
 A:0.721442885771543  B:-55.63351151200195  C:19.278557114228455  y_true:параб.  y_pred:параб.
 A:-0.7615230460921844  B:-58.60217428845667  C:-19.238476953907817  y_true:параб.  y_pred:параб.
 A:-0.8016032064128256  B:-61.55798571090076  C:-19.198396793587175  y_true:параб.  y_pred:параб.
 A:-0.8416833667334669  B:-64.50094577933422  C:-19.158316633266534  y_true:параб.  y_pred:параб.
 A:-0.8817635270541082  B:-67.43105449375706  C:-19.118236472945892  y_true:параб.  y_pred:параб.
 A:-0.9218436873747494  B:-70.34831185416925  C:-19.07815631262525  y_true:параб.  y_pred:параб.
 A:-0.9619238476953907  B:-73.25271786057084  C:-19.03807615230461  y_true:параб.  y_pred:параб.
 A:1.002004008016032  B:-76.14427251296178  C:18.997995991983966  y_true:параб.  y_pred:параб.
 A:-1.0420841683366733  B:-79.02297581134212  C:-18.95791583166333  y_true:параб.  y_pred:параб.
 A:-1.0821643286573146  B:-81.88882775571183  C:-18.917835671342687  y_true:параб.  y_pred:параб.
 A:1.122244488977956  B:-84.7418283460709  C:18.877755511022045  y_true:параб.  y_pred:параб.
 A:1.1623246492985972  B:-87.58197758241936  C:18.837675350701403  y_true:параб.  y_pred:параб.
 A:-1.2024048096192383  B:-90.40927546475716  C:-18.79759519038076  y_true:параб.  y_pred:параб.
 A:1.2424849699398797  B:-93.22372199308435  C:18.75751503006012  y_true:параб.  y_pred:параб.
 A:1.282565130260521  B:-96.02531716740093  C:18.717434869739478  y_true:параб.  y_pred:параб.
 A:-1.3226452905811623  B:-98.81406098770687  C:-18.677354709418836  y_true:параб.  y_pred:параб.
 A:1.3627254509018036  B:-101.5899534540022  C:18.637274549098198  y_true:параб.  y_pred:параб.
 A:-1.4028056112224447  B:-104.35299456628688  C:-18.597194388777556  y_true:параб.  y_pred:параб.
 A:1.442885771543086  B:-107.10318432456094  C:18.557114228456914  y_true:параб.  y_pred:параб.
 A:-1.4829659318637274  B:-109.84052272882438  C:-18.517034068136272  y_true:параб.  y_pred:параб.
 A:-1.5230460921843687  B:-112.56500977907719  C:-18.47695390781563  y_true:параб.  y_pred:параб.
 A:-1.56312625250501  B:-115.27664547531937  C:-18.43687374749499  y_true:параб.  y_pred:параб.
 A:-1.6032064128256511  B:-117.97542981755093  C:-18.39679358717435  y_true:параб.  y_pred:параб.
 A:1.6432865731462925  B:-120.66136280577186  C:18.35671342685371  y_true:параб.  y_pred:параб.
 A:1.6833667334669338  B:-123.33444443998216  C:18.316633266533067  y_true:параб.  y_pred:параб.
 A:-1.723446893787575  B:-125.99467472018185  C:-18.276553106212425  y_true:параб.  y_pred:параб.
 A:-1.7635270541082164  B:-128.6420536463709  C:-18.236472945891784  y_true:параб.  y_pred:параб.
 A:1.8036072144288577  B:-131.27658121854932  C:18.196392785571142  y_true:параб.  y_pred:параб.
 A:1.8436873747494988  B:-133.8982574367171  C:18.1563126252505  y_true:параб.  y_pred:параб.
 A:-1.8837675350701402  B:-136.5070823008743  C:-18.11623246492986  y_true:параб.  y_pred:параб.
 A:-1.9238476953907815  B:-139.10305581102085  C:-18.07615230460922  y_true:параб.  y_pred:параб.
 A:-1.9639278557114228  B:-141.68617796715677  C:-18.03607214428858  y_true:параб.  y_pred:параб.
 A:-2.004008016032064  B:-144.25644876928203  C:-17.995991983967937  y_true:параб.  y_pred:параб.
 A:-2.0440881763527052  B:-146.8138682173967  C:-17.955911823647295  y_true:параб.  y_pred:параб.
 A:2.0841683366733466  B:-149.35843631150075  C:17.915831663326653  y_true:параб.  y_pred:параб.
 A:-2.124248496993988  B:-151.89015305159415  C:-17.87575150300601  y_true:параб.  y_pred:параб.
 A:2.164328657314629  B:-154.40901843767693  C:17.83567134268537  y_true:параб.  y_pred:параб.
 A:2.2044088176352705  B:-156.91503246974912  C:17.79559118236473  y_true:параб.  y_pred:параб.
 A:-2.244488977955912  B:-159.40819514781066  C:-17.75551102204409  y_true:параб.  y_pred:параб.
 A:2.284569138276553  B:-161.88850647186158  C:17.715430861723448  y_true:параб.  y_pred:параб.
 A:2.3246492985971945  B:-164.35596644190184  C:17.675350701402806  y_true:параб.  y_pred:параб.
 A:2.3647294589178354  B:-166.81057505793146  C:17.635270541082164  y_true:параб.  y_pred:параб.
 A:2.4048096192384767  B:-169.2523323199505  C:17.595190380761522  y_true:параб.  y_pred:параб.
 A:-2.444889779559118  B:-171.6812382279589  C:-17.55511022044088  y_true:параб.  y_pred:параб.
 A:-2.4849699398797593  B:-174.09729278195667  C:-17.51503006012024  y_true:параб.  y_pred:параб.
 A:-2.5250501002004007  B:-176.50049598194386  C:-17.4749498997996  y_true:параб.  y_pred:параб.
 A:2.565130260521042  B:-178.89084782792037  C:17.43486973947896  y_true:параб.  y_pred:параб.
 A:2.6052104208416833  B:-181.26834831988626  C:17.394789579158317  y_true:параб.  y_pred:параб.
 A:-2.6452905811623246  B:-183.63299745784153  C:-17.354709418837675  y_true:параб.  y_pred:параб.
 A:-2.685370741482966  B:-185.98479524178617  C:-17.314629258517034  y_true:параб.  y_pred:параб.
 A:-2.7254509018036073  B:-188.3237416717202  C:-17.274549098196392  y_true:параб.  y_pred:параб.
 A:-2.7655310621242486  B:-190.64983674764358  C:-17.23446893787575  y_true:параб.  y_pred:параб.
 A:-2.8056112224448895  B:-192.96308046955633  C:-17.194388777555112  y_true:параб.  y_pred:параб.
 A:2.845691382765531  B:-195.26347283745847  C:17.15430861723447  y_true:параб.  y_pred:параб.
